AL,3446
AK,278
AZ,4166
AR,1590
CA,22138
CO,2857
CT,2484
DE,664
DC,837
FL,15606
GA,6982
HI,413
ID,517
IL,7363
IN,4844
IA,1488
KS,1615
KY,3454
LA,3023
ME,492
MD,4260
MA,5218
MI,7361
MN,2510
MS,1686
MO,4313
MT,405
NE,1124
NV,2256
NH,558
NJ,5997
NM,1313
NY,15725
NC,6109
ND,408
OH,9182
OK,2625
OR,1773
PA,12227
RI,766
SC,4230
SD,499
TN,5489
TX,15139
UT,980
VT,247
VA,5122
WA,3428
WV,1537
WI,3271
WY,98
